Recipe Name,Making Process
Pork Vindaloo,"Clean and cut 1 kg pork into medium-sized chunks.
Marinate with 2 tablespoons vinegar, 1 teaspoon turmeric, 2 teaspoons red chili powder, and salt.
Let it rest for 1 hour for deep flavor absorption.
Heat 4 tablespoons oil in a deep pan.
Add 1 teaspoon mustard seeds and let them splutter.
Toss in 2 finely chopped onions and Saute until golden brown.
Add 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Stir well and cook for 2 minutes until fragrant.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon cumin powder, 1 teaspoon coriander powder, and 1 teaspoon garam masala.
Mix well and cook for 3 minutes.
Add the marinated pork pieces and stir-fry on high heat for 5 minutes.
Pour in 1 cup water and mix well.
Cover with a lid and simmer for 40 minutes on low heat.
Stir occasionally and add water if needed.
Add 1 tablespoon sugar to balance the vinegar.
Stir in 1 teaspoon black pepper powder for extra spice.
Add 1 teaspoon garam masala for enhanced aroma.
A small piece of cinnamon gives warmth to the dish.
Toss in a handful of curry leaves.
Cook uncovered for another 5 minutes to thicken the gravy.
Adjust salt and spice levels to taste.
Add 1 teaspoon roasted fennel powder for depth.
Drizzle 1 teaspoon more vinegar if you like it tangier.
Stir well and let it rest for 10 minutes before serving.
Serve hot with steamed rice or naan.
For a smoky touch, add 1 teaspoon smoked paprika.
Garnish with fresh coriander leaves.
Let the dish sit overnight for enhanced flavors.
Enjoy the Pork Vindaloo!"
Spicy Pork Masala,"Clean and cut 1 kg pork into bite-sized pieces.
Marinate with 2 teaspoons red chili powder, 1 teaspoon turmeric, and salt.
Let it rest for 30 minutes.
Heat 5 tablespoons oil in a pan.
Add 1 teaspoon mustard seeds and let them crackle.
Toss in 2 finely chopped onions and Saute until golden brown.
Add 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Stir well and cook for 2 minutes.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon cumin powder, 1 teaspoon coriander powder, and 1 teaspoon cinnamon powder.
Mix well and cook for 3 minutes.
Add the marinated pork pieces and stir-fry on high heat for 5 minutes.
Pour in 1 cup water and mix well.
Cover with a lid and simmer for 40 minutes.
Stir occasionally and add water if needed.
Add 1 teaspoon black pepper powder for a spicy kick.
Stir in 1 teaspoon garam masala for extra aroma.
Toss in a handful of curry leaves.
Cook uncovered for another 5 minutes.
Adjust salt and spice levels to taste.
A small piece of bay leaf enhances the aroma.
Stir well and let it rest for 5 minutes before serving.
Garnish with fresh coriander leaves.
Sprinkle a pinch of dry mango powder for tanginess.
Serve hot with chapati or jeera rice.
For an extra twist, add 1 teaspoon of coconut milk at the end.
If you like it smoky, add 1 teaspoon smoked paprika.
Let the dish sit for 15 minutes before serving.
A side of yogurt raita balances the spice.
Enjoy the Spicy Pork Masala!"
Green Beans Potato Masala,"Cut 1 kg green beans into 2-inch pieces.
Dice 500g potatoes into cubes.
Heat 4 tablespoons oil in a pan.
Add 1 teaspoon mustard seeds and let them splutter.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and cook for 2 minutes.
Add 500g chopped tomatoes and cook until soft.
Stir in 1 teaspoon turmeric, 2 teaspoons red chili powder, and 1 teaspoon cumin powder.
Mix well and cook for 3 minutes.
Add the potatoes and stir-fry for 5 minutes.
Toss in the green beans and stir well.
Add salt to taste.
Pour in 1 cup water and cover with a lid.
Cook on low heat for 20 minutes.
Garnish with grated coconut and coriander.
Serve hot with chapati.
Enjoy the Green Beans Potato Masala!"
Spicy Beans Potato Fry,"Wash and chop 1 kg green beans into 1-inch pieces.
Peel and dice 500g potatoes into small cubes.
Heat 4 tablespoons oil in a pan.
Add 1 teaspoon mustard seeds and let them splutter.
Toss in 2 finely chopped onions and Saute until golden brown.
Add 1 tablespoon minced garlic and cook for 2 minutes.
Stir in 500g chopped tomatoes and cook until soft.
Mix 1 teaspoon turmeric, 1 teaspoon red chili powder, 1 teaspoon cumin powder, and salt.
Add the potatoes and stir-fry for 5 minutes.
Toss in the green beans and stir well.
Add 1 teaspoon garam masala for extra depth.
Sprinkle 1 teaspoon fennel powder for a slight sweetness.
Pour in 1 cup water and cover with a lid.
Let it cook for 15 minutes on low heat.
Remove the lid and let any excess moisture evaporate.
Add 1 teaspoon grated coconut and stir well.
A squeeze of lemon juice enhances the flavor.
Sprinkle a pinch of chaat masala for extra zing.
Add freshly crushed black pepper for heat.
Toss in curry leaves for fragrance.
Cook on medium heat for 5 more minutes.
Stir in 1 teaspoon dry mango powder for tanginess.
A teaspoon of ghee adds richness.
Let the dish rest for 5 minutes before serving.
Garnish with chopped coriander leaves.
For extra crispiness, air-fry instead of deep-frying.
Serve hot with chapati or rice.
Adjust spice levels as needed.
For an extra crunch, sprinkle roasted sesame seeds.
Enjoy the Spicy Beans Potato Fry!"
Duck Coconut Curry,"Clean and cut 1 kg duck meat into medium-sized pieces.
Marinate with 1 teaspoon turmeric, 2 teaspoons red chili powder, and salt.
Let it rest for 30 minutes.
Heat 4 tablespoons oil in a deep pan.
Add 1 teaspoon mustard seeds and let them crackle.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Cook for 2 minutes until fragrant.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon cumin powder, 1 teaspoon coriander powder, and 1 teaspoon garam masala.
Mix well and cook for 3 minutes.
Add the marinated duck pieces and stir-fry for 5 minutes.
Pour in 1 cup water and mix well.
Cover and simmer for 40 minutes on low heat.
Stir occasionally and add water if needed.
Add 400ml coconut milk and mix well.
Let it cook uncovered for another 10 minutes.
Add 1 teaspoon black pepper powder for spice.
Stir in a handful of curry leaves for aroma.
Toss in 1 teaspoon fennel powder for depth.
Adjust salt and spice levels as needed.
Stir in 1 teaspoon garam masala for extra aroma.
A small piece of cinnamon enhances the dish.
Cook for another 5 minutes until the curry thickens.
Garnish with fresh coriander leaves.
Serve hot with steamed rice or appam.
Let the dish rest for 10 minutes before serving.
For a smoky touch, add 1 teaspoon smoked paprika.
If you like it tangier, add 1 teaspoon tamarind paste.
Enjoy the Duck Coconut Curry!"
Spicy Duck Masala,"Clean and cut 1 kg duck into bite-sized pieces.
Marinate with 1 teaspoon turmeric, 1 teaspoon red chili powder, and salt.
Let it rest for 30 minutes.
Heat 5 tablespoons oil in a pan.
Add 1 teaspoon mustard seeds and let them crackle.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Cook for 2 minutes until fragrant.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon cumin powder, 1 teaspoon coriander powder, and 1 teaspoon cinnamon powder.
Mix well and cook for 3 minutes.
Add the marinated duck pieces and stir-fry on high heat for 5 minutes.
Pour in 1 cup water and mix well.
Cover with a lid and simmer for 40 minutes.
Stir occasionally and add water if needed.
Add 1 teaspoon black pepper powder for spice.
Stir in 1 teaspoon garam masala for extra aroma.
Toss in a handful of curry leaves.
Cook uncovered for another 5 minutes.
Adjust salt and spice levels to taste.
A small piece of bay leaf enhances the aroma.
Stir well and let it rest for 5 minutes before serving.
Garnish with fresh coriander leaves.
Sprinkle a pinch of dry mango powder for tanginess.
Serve hot with chapati or jeera rice.
For an extra twist, add 1 teaspoon of coconut milk at the end.
If you like it smoky, add 1 teaspoon smoked paprika.
Let the dish sit for 15 minutes before serving.
A side of yogurt raita balances the spice.
Enjoy the Spicy Duck Masala!"
Shalgam Curry,"Peel and dice 1 kg turnip into cubes.
Heat 4 tablespoons oil in a pan.
Add 1 teaspoon mustard seeds and let them splutter.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Cook for 2 minutes until fragrant.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon turmeric, 1 teaspoon red chili powder, and 1 teaspoon cumin powder.
Mix well and cook for 3 minutes.
Add the turnip pieces and stir well.
Pour in 1 cup water and mix well.
Cover and let it cook for 20 minutes.
Stir occasionally and add more water if needed.
Add 1 teaspoon garam masala for extra depth.
Adjust salt and spice levels as needed.
Toss in a handful of curry leaves.
Stir well and let it cook uncovered for 5 minutes.
Garnish with fresh coriander leaves.
Serve hot with chapati or rice.
Enjoy the Shalgam Curry!"
Spicy Turnip Stir-fry,"Peel and dice 1 kg turnip into thin slices.
Heat 4 tablespoons oil in a pan.
Add 1 teaspoon cumin seeds and let them splutter.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Cook for 2 minutes until fragrant.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon turmeric, 1 teaspoon red chili powder, and 1 teaspoon garam masala.
Mix well and cook for 3 minutes.
Add the turnip slices and stir well.
Cover and let it cook for 10 minutes on low heat.
Stir occasionally and add 1 cup water if needed.
Add 1 teaspoon fennel powder for a slight sweetness.
Toss in a handful of curry leaves for aroma.
Let the turnip caramelize for 5 minutes on medium heat.
Sprinkle 1 teaspoon dry mango powder for tanginess.
Stir in 1 teaspoon crushed black pepper for spice.
Add a pinch of hing (asafoetida) for extra depth.
Cook uncovered until crispy and golden brown.
Adjust salt as needed.
Toss in freshly chopped coriander leaves.
Drizzle 1 teaspoon lemon juice before serving.
Garnish with roasted sesame seeds for crunch.
For extra crispiness, dry roast in a pan for 2 minutes.
Serve hot with dal and rice.
If you like it spicy, add 1 chopped green chili.
Let it rest for 5 minutes before serving.
Pair with a cooling yogurt raita for balance.
A side of garlic chutney enhances the flavors.
Enjoy the Spicy Turnip Stir-fry!"
Squash Coconut Curry,"Peel and dice 1 kg squash into cubes.
Heat 4 tablespoons oil in a deep pan.
Add 1 teaspoon mustard seeds and let them splutter.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Cook for 2 minutes until fragrant.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon turmeric, 1 teaspoon cumin powder, and 1 teaspoon coriander powder.
Mix well and cook for 3 minutes.
Add the squash cubes and stir-fry for 5 minutes.
Pour in 1 cup water and mix well.
Cover and let it cook for 20 minutes.
Stir occasionally and add water if needed.
Add 400ml coconut milk and mix well.
Cook uncovered for another 10 minutes.
Add 1 teaspoon black pepper powder for spice.
Toss in a handful of curry leaves.
Stir in 1 teaspoon garam masala for depth.
Adjust salt and spice levels as needed.
Add 1 teaspoon jaggery or sugar for a subtle sweetness.
Let it simmer until thick and creamy.
Garnish with fresh coriander leaves.
A squeeze of lemon juice enhances the flavors.
Serve hot with steamed rice.
Let the dish rest for 10 minutes before serving.
Sprinkle toasted coconut flakes for extra texture.
For extra richness, add a teaspoon of ghee at the end.
If you like it tangy, add 1 teaspoon tamarind paste.
Pair with papad for crunch.
Enjoy the Squash Coconut Curry!"
Spicy Squash Fry,"Peel and dice 1 kg squash into thin slices.
Heat 4 tablespoons oil in a pan.
Add 1 teaspoon mustard seeds and let them splutter.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Cook for 2 minutes until fragrant.
Stir in 500g chopped tomatoes and cook until soft.
Add 1 teaspoon turmeric, 1 teaspoon red chili powder, and 1 teaspoon garam masala.
Mix well and cook for 3 minutes.
Add the squash slices and stir well.
Cover and let it cook for 10 minutes on low heat.
Stir occasionally and add 1 cup water if needed.
Toss in a handful of curry leaves for aroma.
Let the squash caramelize for 5 minutes on medium heat.
Sprinkle 1 teaspoon dry coconut powder for depth.
Stir in 1 teaspoon crushed black pepper for spice.
Add a pinch of fennel powder for a sweet note.
Cook uncovered until crispy and golden brown.
Adjust salt as needed.
Toss in freshly chopped coriander leaves.
Drizzle 1 teaspoon lemon juice before serving.
Garnish with roasted sesame seeds for crunch.
Serve hot with dal and rice.
If you like it spicy, add 1 chopped green chili.
Let it rest for 5 minutes before serving.
A sprinkle of chat masala enhances the flavor.
For extra crispiness, dry roast in a pan for 2 minutes.
Pair with a cooling yogurt raita for balance.
A side of mango pickle complements the dish.
Enjoy the Spicy Squash Fry!"
Lamb Yakhni,"Clean 1 kg lamb and pat dry.
Heat 4 tablespoons oil in a deep pot.
Add 2 bay leaves, 1 cinnamon stick, 2 cloves, and 1 black cardamom.
Toss in 2 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 teaspoon grated ginger.
Cook for 2 minutes until fragrant.
Add the lamb pieces and sear on high heat for 5 minutes.
Stir in 1 teaspoon turmeric and 1 teaspoon salt.
Lower the heat and add 500g whisked yogurt slowly.
Stir continuously to prevent curdling.
Add 1 teaspoon cumin powder and 1 teaspoon coriander powder.
Mix well and cook for 5 minutes.
Pour in 2 cups of water and cover with a lid.
Let it simmer for 1.5 hours on low heat.
Stir occasionally and check tenderness.
Add 1 teaspoon garam masala at the end.
Adjust salt if needed.
Serve hot with basmati rice.
Garnish with saffron strands soaked in warm milk.
Enjoy the Lamb Yakhni!"
Spicy Lamb Rogan Masala,"Clean 1 kg lamb and pat dry.
Heat 5 tablespoons mustard oil until it reaches smoking point.
Lower the heat and add 2 bay leaves, 4 cloves, 2 cinnamon sticks, and 2 cardamoms.
Toss in 3 finely chopped onions and Saute until golden brown.
Stir in 1 tablespoon minced garlic and 1 tablespoon grated ginger.
Cook for 2 minutes until fragrant.
Add 1 kg lamb pieces and sear them on high heat for 7 minutes.
Stir in 1 teaspoon salt and 2 teaspoons Kashmiri red chili powder.
Lower the heat and add 500g whisked yogurt slowly, stirring continuously.
Add 1 teaspoon turmeric, 1 teaspoon cumin powder, and 1 teaspoon coriander powder.
Mix well and cook for 5 minutes.
Pour in 2 cups of water and cover with a lid.
Let it simmer for 1.5 hours on low heat.
Stir occasionally and check tenderness.
Add 1 teaspoon garam masala at the end.
Adjust salt if needed.
Stir in 1 teaspoon fennel powder for an authentic taste.
Let the curry rest for 10 minutes before serving.
Garnish with fresh coriander leaves.
A sprinkle of black pepper powder enhances the spice.
If you like it tangy, add 1 teaspoon lemon juice.
Serve hot with naan or rice.
A drizzle of ghee adds extra richness.
For a smoky aroma, place a hot charcoal piece in a bowl, pour a drop of ghee, cover for 2 minutes.
Slow cooking ensures deep flavor infusion.
Pair with cooling raita for balance.
Add a pinch of nutmeg powder for warmth.
If you prefer thicker gravy, cook uncovered for the last 10 minutes.
The longer it simmers, the better the taste!
Enjoy the Spicy Lamb Rogan Masala!"
